bank_name,txn_id,amount,hour,day_of_week,is_weekend,device_risk_score,location_risk_score,user_behavior_score,outcome
ICICI CURRENT,TXN5546079,77363.0,17,5,1,0.7562136139501768,0.4585230088818907,0.2892447719726545,1
BOB SAVINGS,TXN6399492,23174.0,3,1,0,0.8267073597414875,0.9840131632104643,0.2884054378187457,0
UNKNOWN,TXN8656255,27717.0,4,0,0,0.5537114853580112,0.541704812410004,0.76190181260487,0
ICICI CURR,TXN6638655,70394.0,16,4,0,0.34244797883471334,0.27024769213078326,0.9664173858664074,0
ICICI CURRENT,TXN4193886,55779.0,12,6,1,0.8167569301195281,0.20730900318755796,0.7823883294600873,1
HDFC SAVINGS,TXN2281906,18952.0,4,0,0,0.7108847166823191,0.9069428088348339,0.13237237903497245,1
HDFC SAVINGS,TXN9276748,76022.0,20,5,1,0.790509794274885,0.1248208139668483,0.7942106625494054,1
HDFC SAVINGS,TXN-2327503,95072.0,5,6,1,0.3024474782893799,0.49141817752855677,0.5224441454054645,0
ICICI CURRENT,TXN692632,36305.0,18,4,0,0.9807393435834294,0.40758420857381694,0.8275189221063031,1
AXIS SAVINGS,TXN5493455,500000.0,12,0,0,0.6401983115596238,0.2984349123618767,0.2403823886994838,0
ICICI CURRENT,TXN6939789,90103.0,15,1,0,0.4768434683178171,0.6877220424305607,0.7227069576982285,1
HDFC SAVINGS,TXN6010184,49848.0,14,2,0,0.9978208556819782,0.6768212988573956,0.8284692994491171,1
ICICI CURRENT,TXN9176760,86157.0,7,4,0,0.8219266359399297,0.809183171139031,0.8844242755019771,1
SBI SAVINGS,TXN5653535,1382.0,10,2,0,0.5491303362771727,0.6320898295062423,0.5770406644619108,1
KOTAK SAVINGS,8545189,81254.0,1,1,0,0.7101100564217067,0.6668544210142678,0.21111247116613618,0
ICICI CURR,TXN2432214,0.0,6,4,0,0.8422307463439479,0.5489804494416418,0.21927396192387572,0
ICICI CURRENT,TXN7826360,76113.0,22,6,1,0.8669334683518837,0.45394684810835706,0.8214319916425933,1
AXIS SAVINGS,TXN9700177,8245.0,23,6,1,0.5525009674078891,0.5201698923107512,0.14287596133941172,1
HDFC SAVINGS,TXN4463089,48767.0,10,0,0,0.7486452341262,0.31758679526111666,0.00013469300448532007,1
HDFC SAVINGS,TXN5234544,58162.0,7,0,0,0.3403707463057627,0.9404485057361726,0.0827154615243535,1
SBI SAVING,TXN3802418,5794.0,11,3,0,0.7889324717760072,0.8918721448107347,0.43381741957652953,0
UNKNOWN,TXN7085945,92123.0,23,6,1,0.004363269650309087,0.16695308874719872,0.7130460506343187,0
SBI SAVINGS,TXN3082410,0.0,8,4,0,0.4754066078500737,0.6343397397112043,0.9994662482156307,0
AXIS SAVINGS,TXN-8052017,5356.0,8,3,0,0.8589566854206295,0.18602300000566563,0.5520693646533779,0
HDFC SAVINGS,TXN4839400,34774.0,0,3,0,0.6778132003100442,0.6077521222527226,0.2953014775718328,1
AXIS SAVINGS,TXN8413157,85141.0,7,5,1,0.1992152748940531,0.8902150026361744,0.28740959646557973,1
SBI SAVINGS,TXN3387093,62508.0,14,4,0,0.6880444438360138,0.24188888355414595,0.9110687027673836,1
SBI SAVING,TXN837954,51814.0,16,3,0,0.5951316749056815,0.00992382112783563,0.4640951594535039,0
UNKNOWN,TXN2635232,19612.0,15,6,1,0.21980534882319003,0.1315182669163779,0.8571295598562823,0
HDFC SAVINGS,TXN2445704,81030.0,6,4,0,0.34180370549218253,0.7390265577879587,0.2232633855051963,1
AXIS SAVINGS,TXN8378499,56548.0,14,2,0,0.023594964645529126,0.8985606046748393,0.7831984132986259,1
KOTAK SAVINGS,TXN9267491,94109.0,8,4,0,0.24660363497802462,0.4840770697102016,0.747444406596694,1
HDFC SAVINGS,TXN8379143,0.0,23,3,0,0.5444823328002629,0.9627683502532061,0.07560504061675077,0
ICICI CURRENT,TXN864265,46474.0,12,2,0,0.14696270958820967,0.8111237699334709,0.6359547071637285,1
AXIS SAVINGS,TXN5539296,23092.0,5,5,1,0.4699882681579366,0.8901411373960146,0.7077213502675275,1
SBI SAVINGS,TXN695,150000.0,1,6,1,0.3542677648410466,0.9490711963148439,0.9623102029877842,0
HDFC SAVINGS,TXN2764749,67294.0,2,5,1,0.8639615807350102,0.4813333765356649,0.8976746726779566,1
SBI SAVINGS,TXN-9596418,150000.0,11,2,0,0.45896347937729864,0.9193874045726727,0.17609547133059467,0
HDFC SAVINGS,TXN359,150000.0,10,4,0,0.9528967959978275,0.9670526814260348,0.3927937758093434,0
UNKNOWN,TXN5268554,45243.0,19,1,0,0.7716269109786077,0.4988956645359419,0.012103116776107425,0
KOTAK SAVINGS,TXN5292859,24533.0,23,1,0,0.3216699896595486,0.848042089601484,0.7288614422699469,1
KOTAK SAVINGS,TXN1906684,83597.0,12,1,0,0.9013830966419349,0.15380702464160778,0.9900863760674821,1
SBI SAVING,TXN4741094,9172.0,19,4,0,0.032617948341566505,0.05770292841589886,0.4443653492415144,0
SBI SAVINGS,TXN4400915,82613.0,17,3,0,0.8472716677218594,0.9022364034622381,0.87735561220526,1
HDFC SAVI,TXN7711432,34682.0,0,0,0,0.14817792822994547,0.6795499271339084,0.22489021681591248,0
ICICI CURRENT,TXN7489844,76058.0,18,2,0,0.1438143503148137,0.43010287652980006,0.9037575717751422,1
BOB SAVINGS,TXN9414387,20701.0,7,0,0,0.2956946740416042,0.5938024808096155,0.03280962412860844,0
ICICI CURRENT,TXN2635394,80579.0,14,2,0,0.835825927910516,0.3321910331156046,0.6936180574737952,1
HDFC SAVINGS,TXN247745,6615.0,20,3,0,0.4252281854376939,0.03757109039890738,0.12786680122241756,1
SBI SAVINGS,TXN2127320,0.0,19,2,0,0.882734380673422,0.05190094358730901,0.19111870949600263,0
ICICI CURRENT,TXN8180552,93527.0,17,5,1,0.3252951340230311,0.7126213330985128,0.816779466505636,1
ICICI CURRENT,3076198,2709.0,7,0,0,0.38068968116086577,0.4144697155393433,0.7538297005692186,0
HDFC SAVINGS,TXN7579816,69088.0,9,5,1,0.26532613755546697,0.6015538792998241,0.2965599122059307,1
KOTAK SAVINGS,TXN9272800,2611.0,3,0,0,0.9329248625696721,0.8275063198732212,0.6972093819096368,1
ICICI CURRENT,TXN4123278,32935.0,16,1,0,0.807070903866703,0.19524060295649204,0.34534195224488784,1
AXIS SAVINGS,TXN7345136,25676.0,15,6,1,0.4353242214552362,0.549309771480104,0.3119840203264185,1
AXIS SAVINGS,TXN396063,0.0,18,2,0,0.8389973277180107,0.011417983454073632,0.703699779629051,0
BOB SAVINGS,TXN1761655,85843.0,5,0,0,0.5342905518936758,0.5407345671331042,0.4295959435760647,0
KOTAK SAVINGS,9686283,16836.0,11,6,1,0.31654966526787,0.8164107849650307,0.5015154614797338,0
ICICI CURRENT,TXN-9312367,113.0,11,5,1,0.3906821109859392,0.1914276804995425,0.4116554604567024,0
BOB SAVINGS,TXN9478637,888.0,0,5,1,0.08391953582142941,0.3334625935960105,0.677540945503534,0
AXIS SAVINGS,TXN183,89117.0,23,1,0,0.9412724482418516,0.9147311149565036,0.011480659749377842,0
HDFC SAVINGS,TXN8374437,62876.0,8,4,0,0.18981530297215599,0.5821832300925898,0.20444057394954684,1
ICICI CURRENT,TXN5103361,41168.0,1,3,0,0.5496062685307567,0.6897788492481212,0.14394191357223085,1
ICICI CURRENT,TXN9568133,68137.0,21,3,0,0.5990445871503816,0.6236487782902661,0.6485048201186882,1
HDFC SAVINGS,TXN9403173,3850.0,8,0,0,0.6720560387522534,0.5835569673248185,0.5257562195591349,1
HDFC SAVINGS,ABC9323482,99576.0,21,3,0,0.7011395944174736,0.6801118854469727,0.4081516908666981,0
AXIS SAVINGS,5447395,81133.0,13,1,0,0.7394082298313118,0.2146678639725368,0.6649945162377737,0
ICICI CURRENT,TXN9938074,94575.0,14,3,0,0.4344033190066098,0.723447817850001,0.009054161580370979,1
SBI SAVINGS,TXN7181905,93864.0,6,0,0,0.8183695664813373,0.050018576821112215,0.9115212933253165,1
SBI SAVINGS,TXN5576420,21282.0,7,2,0,0.45894051659682034,0.7327334747861651,0.6067317247174364,1
HDFC SAVINGS,TXN4410518,26150.0,18,3,0,0.9327105081327614,0.5442539661136977,0.2002820178676259,1
SBI SAVINGS,TXN8336781,90606.0,9,0,0,0.9207666084633573,0.584448909757426,0.5383319432557134,1
AXIS SAVINGS,6241684,70844.0,5,1,0,0.49943176986683535,0.5350255045989328,0.14438763213366723,0
HDFC SAVINGS,TXN5207385,88836.0,21,6,1,0.05617607734743901,0.49109572938316515,0.9271106288584273,1
ICICI CURRENT,TXN9342213,5104.0,4,0,0,0.18564670490124302,0.6642193849889683,0.881690611843508,1
UNKNOWN,TXN5069411,98500.0,11,3,0,0.4433065095171753,0.5533801878657476,0.2548822489148823,0
HDFC SAVINGS,TXN1089336,2592.0,22,4,0,0.32674254203004083,0.35442494879305486,0.5056341534219588,1
SBI SAVING,TXN5317084,59501.0,2,6,1,0.19386306793689267,0.8588167711681547,0.6769407829968374,0
ICICI CURR,TXN6681118,93423.0,4,6,1,0.17925325573928075,0.6939495905101568,0.22959816075396866,0
SBI SAVINGS,TXN2844804,44050.0,21,5,1,0.08355433751068975,0.01912896643728701,0.1657481769652207,1
HDFC SAVI,TXN583442,46314.0,10,5,1,0.16693107081750147,0.2437294825243418,0.2676007988617075,0
AXIS SAVINGS,TXN8138762,15535.0,0,5,1,0.8714684213765338,0.6789784930380419,0.411864740417496,1
KOTAK SAVINGS,TXN7838866,1921.0,1,4,0,0.5325040664159818,0.11539464217891737,0.6056378893234114,1
KOTAK SAVINGS,TXN2966457,58693.0,16,2,0,0.2043163833989703,0.5078050639587791,0.419271661166022,1
SBI SAVINGS,TXN350,10656.0,15,0,0,0.7313165197032963,0.6972754190538569,0.752638294071836,0
SBI SAVINGS,TXN6959698,95431.0,13,4,0,0.1834421964034345,0.8549740195614743,0.8825598767723473,1
KOTAK SAVINGS,TXN1593551,2582.0,5,3,0,0.1817232932281565,0.7430815396313801,0.8479278837633485,1
SBI SAVINGS,TXN2114017,90102.0,14,3,0,0.9971823539029504,0.5590592849466022,0.3211621526359535,1
ICICI CURRENT,TXN9954523,93306.0,10,2,0,0.37922653718044896,0.83136770622197,0.8423255047499341,1
AXIS SAVINGS,TXN9188503,92068.0,7,0,0,0.583713587731364,0.7819599771579592,0.7517469923958404,1
HDFC SAVI,TXN1006450,19997.0,6,3,0,0.19497519990028922,0.8904095172193285,0.7499777984520708,0
ICICI CURR,TXN3815929,44517.0,20,5,1,0.7582672920560591,0.30690451319457,0.4149712154000782,0
ICICI CURRENT,TXN9184140,67166.0,11,1,0,0.5070596467387183,0.18792038081532303,0.07697166938087407,1
AXIS SAVINGS,TXN6789558,31456.0,16,5,1,0.6923589224610581,0.2640619846937188,0.9390684794502916,1
SBI SAVINGS,TXN7396991,65134.0,12,2,0,0.5953032659274891,0.26463502692535734,0.6619689447938686,1
UNKNOWN,TXN1055205,49146.0,4,3,0,0.3683472137943513,0.4323462264033473,0.031149092793391064,0
KOTAK SAVINGS,ABC4968923,98047.0,6,4,0,0.8254156641239481,0.844871347755229,0.2490087361090899,0
ICICI CURRENT,TXN398,37229.0,2,6,1,0.04035082685969971,0.411191517994586,0.13008066982894695,0
ICICI CURRENT,TXN8603197,62768.0,20,2,0,0.015742912995676983,0.017149781915198115,0.916603301642411,1
AXIS SAVINGS,TXN5177198,23994.0,2,2,0,0.6246140481145316,0.8644332468683641,0.5869365065589071,1
KOTAK SAVINGS,TXN3912010,33341.0,10,0,0,0.228875462483499,0.5968518768877594,0.9281820981139515,1
UNKNOWN,TXN3099610,22165.0,11,1,0,0.6495089297074473,0.8044140596774734,0.7151001612837,0
ICICI CURRENT,TXN-8813937,0.0,11,4,0,0.05439074852231118,0.6442567236508115,0.9742476541447561,0
ICICI CURRENT,TXN7250406,18063.0,7,3,0,0.042342278772383835,0.5797261570972247,0.4529110702676108,1
HDFC SAVI,TXN7654159,72763.0,10,6,1,0.8381549749886426,0.8028109348245005,0.9609201469288247,0
HDFC SAVINGS,TXN5886572,91057.0,5,1,0,0.9213075122129755,0.5831908042770976,0.5928401805081102,1
AXIS SAVINGS,TXN6371271,98001.0,19,3,0,0.24628601881053158,0.6906797711480066,0.5967764199616896,1
ICICI CURRENT,TXN254,500000.0,4,1,0,0.6912118093865404,0.6030395550532833,0.6189915646985882,0
BOB SAVINGS,TXN2721158,78769.0,16,1,0,0.9379652314338942,0.08510348611978535,0.38559759251333336,0
AXIS SAVINGS,TXN9955738,32102.0,23,1,0,0.07482120519497304,0.43845671525057817,0.5298812610885262,1
SBI SAVING,ABC4501207,25480.0,23,3,0,0.8266183455024887,0.36559570100396677,0.35369668658073394,0
AXIS SAVINGS,TXN1946357,38226.0,5,6,1,0.9867291015008487,0.27136596353901055,0.09858292702241234,1
ICICI CURR,TXN1945700,34058.0,7,5,1,0.31168982851504146,0.0031409060481221163,0.17424340164537955,0
SBI SAVING,TXN7727742,30135.0,9,4,0,0.41860727491832994,0.458431424131438,0.7250060762991187,0
ICICI CURRENT,ABC6007726,43857.0,8,3,0,0.015823171996820817,0.5227601415618698,0.47086735622317677,0
AXIS SAVINGS,TXN9948018,31481.0,2,1,0,0.12323257571632484,0.6985306252091371,0.4161453676406067,1
KOTAK SAVINGS,TXN-5208728,1631.0,21,3,0,0.9702353444148768,0.9323227582288776,0.7416026194517855,0
AXIS SAVINGS,TXN1417621,8598.0,5,6,1,0.5712604699370973,0.1430011226657264,0.37454824337958126,1
ICICI CURRENT,TXN175,92447.0,20,1,0,0.5219530034785639,0.5889330749455641,0.7516761720229193,0
HDFC SAVINGS,TXN6672531,42934.0,3,0,0,0.5543374743403449,0.19950531492960843,0.29394910101689753,1
ICICI CURRENT,TXN2533351,77274.0,14,2,0,0.5899478828018088,0.006435211496795712,0.772516286079404,1
HDFC SAVINGS,TXN5268638,66407.0,12,1,0,0.3978657030174272,0.827553052274047,0.17070836331248018,1
KOTAK SAVINGS,TXN8987120,72308.0,14,0,0,0.4683301859338135,0.7735527418648872,0.12340081520559643,1
SBI SAVINGS,ABC2347680,91401.0,14,3,0,0.724598286847629,0.11159299995724747,0.6083195000077717,0
AXIS SAVINGS,TXN2954119,58227.0,10,6,1,0.1254862967991507,0.7727714196650791,0.23693332490664865,1
KOTAK SAVINGS,TXN6859991,13234.0,5,4,0,0.7494260059808087,0.431112405097005,0.08754866402778061,1
ICICI CURRENT,TXN848692,150000.0,6,3,0,0.5972924203534693,0.6533834984786806,0.19230989603362747,0
KOTAK SAVINGS,TXN679,38135.0,13,2,0,0.31187943576372523,0.3399718637932482,0.07893940294655555,0
SBI SAVINGS,TXN8433920,-100.0,3,5,1,0.06180846068922263,0.09236052811137851,0.16279098920622936,0
KOTAK SAVINGS,TXN6619585,93080.0,21,1,0,0.9047663416801179,0.6475164648433631,0.27304061932780677,1
KOTAK SAVINGS,TXN644026,49423.0,2,3,0,0.864962605115202,0.2494582042932323,0.7171205684721935,1
HDFC SAVI,TXN570,26178.0,2,1,0,0.6037969919290961,0.863135537735739,0.8224946492902271,0
KOTAK SAVINGS,TXN2814766,500000.0,14,5,1,0.632238150867861,0.5836050370080997,0.39012023468833923,0
ICICI CURRENT,TXN8120497,13027.0,21,6,1,0.6996899090587084,0.41085709184049646,0.5605798090010486,1
ICICI CURR,TXN4742681,98615.0,4,2,0,0.9805682270607236,0.21469588746335544,0.06723418009056115,0
SBI SAVINGS,TXN892330,4007.0,12,2,0,0.7481608263876856,0.561255678074924,0.2462441609706001,1
SBI SAVINGS,TXN3539289,65007.0,1,6,1,0.11570131818030216,0.027250011950815112,0.5235864852214529,1
KOTAK SAVINGS,TXN5110168,72374.0,9,4,0,0.7451794953696144,0.07643986103944767,0.8958841811926596,1
SBI SAVINGS,TXN8810745,78673.0,15,5,1,0.9128924447365754,0.5656881721410058,0.18267238423966814,1
KOTAK SAVINGS,TXN9088400,99320.0,2,3,0,0.11864376574158031,0.93374942300147,0.6838664518353432,1
HDFC SAVINGS,5563653,0.0,13,5,1,0.06845045256601678,0.41766699581699473,0.11635848516449587,0
ICICI CURRENT,TXN8384578,92051.0,19,3,0,0.6813530132413488,0.9401831912520826,0.04678584497176852,1
KOTAK SAVINGS,TXN6242314,150000.0,3,4,0,0.531661023764483,0.5377829347413765,0.27809951506635644,0
AXIS SAVINGS,TXN7880047,62654.0,3,4,0,0.22008867687138656,0.5182761764476463,0.7101147663372793,1
ICICI CURRENT,TXN2462854,53000.0,6,3,0,0.9164205445320662,0.6354143568619098,0.6298206544347077,1
HDFC SAVINGS,TXN459281,92893.0,6,3,0,0.4439038323199116,0.8935945864501316,0.6580549838612207,1
HDFC SAVINGS,TXN9314571,93079.0,5,1,0,0.8442123252861431,0.4840205725094041,0.5140954425512597,1
AXIS SAVINGS,TXN6725655,3723.0,10,0,0,0.6966951114367486,0.3243458076950557,0.23389693147220347,1
ICICI CURRENT,TXN249,150000.0,8,3,0,0.19113208844889684,0.45965081965957244,0.43098390192082203,0
SBI SAVINGS,TXN7228146,78917.0,14,3,0,0.5464585417281244,0.4171934185645765,0.1602256009765063,1
SBI SAVINGS,TXN6870153,30010.0,22,6,1,0.016592480632597884,0.6617186826439566,0.6024494419665878,1
ICICI CURRENT,TXN8801524,86701.0,6,6,1,0.2645158039888382,0.2798926522464269,0.27771908735084383,1
HDFC SAVINGS,TXN1514474,55027.0,17,2,0,0.028652427577654516,0.5832523923125568,0.011302536589022472,1
HDFC SAVINGS,TXN5014150,4923.0,14,6,1,0.7514529444593436,0.13196531962396174,0.5131830837567788,1
AXIS SAVINGS,TXN1527197,46143.0,16,3,0,0.8173053122132368,0.9303984201693255,0.09536092127300355,1
KOTAK SAVINGS,TXN9422084,22928.0,13,1,0,0.6627962742097216,0.8706338814834905,0.7590869325556384,1
AXIS SAVINGS,TXN8608851,21098.0,20,4,0,0.760160929790159,0.15389990469377368,0.1492494697414739,1
AXIS SAVINGS,TXN2529151,39877.0,21,3,0,0.5848386316888821,0.3375324658838189,0.802851208995546,1
KOTAK SAVINGS,TXN5998931,66468.0,8,6,1,0.11113714733201241,0.6481050345341234,0.875118044558047,1
AXIS SAVINGS,TXN665635,28165.0,19,6,1,0.7379509473975921,0.3604745051415539,0.6712708252291325,1
HDFC SAVINGS,TXN3161342,150000.0,9,5,1,0.3518050064103525,0.7616758762136626,0.5070824240602667,0
KOTAK SAVINGS,TXN3397466,90072.0,16,5,1,0.02353249441409877,0.4296228638968441,0.27893807607347676,1
KOTAK SAVINGS,TXN2571321,58252.0,16,0,0,0.4922323151824083,0.1950089804386158,0.6520930618816506,1
HDFC SAVINGS,TXN5597963,85963.0,7,1,0,0.6738388982700046,0.8468872244289528,0.324329377351518,1
SBI SAVINGS,7436737,62560.0,9,3,0,0.9430618974069715,0.3238195749024314,0.6611406784286965,0
KOTAK SAVINGS,TXN6097804,86484.0,17,2,0,0.11344081710391674,0.9969092185893553,0.18345240115022932,1
AXIS SAVINGS,TXN2218219,90634.0,1,3,0,0.48271347307693446,0.7774554671823856,0.6728471334885447,1
ICICI CURRENT,TXN3700952,0.0,14,3,0,0.5920168427890629,0.16590102437078624,0.024684157224584613,0
KOTAK SAVINGS,TXN4888109,10554.0,11,5,1,0.14328145870264108,0.714718833502036,0.29335342144100984,1
KOTAK SAVINGS,3490272,17047.0,12,2,0,0.08166727586009626,0.9242870707946612,0.32582346077048474,0
AXIS SAVINGS,TXN4366988,84285.0,6,5,1,0.13457626710410775,0.09441889766048095,0.8315183331122236,1
HDFC SAVI,TXN1696246,22395.0,13,6,1,0.8912000730636024,0.013634023905821469,0.3227265727266384,0
KOTAK SAVINGS,2504900,21317.0,7,6,1,0.4800473773100856,0.13801548702005173,0.08103861046505678,0
ICICI CURR,TXN3077299,18625.0,20,6,1,0.31830409469234733,0.48903577530762,0.8595563969179368,0
ICICI CURRENT,TXN1064795,5595.0,11,3,0,0.5726428531155846,0.256743496309758,0.8040956696335928,1
ICICI CURRENT,TXN8626508,52665.0,21,3,0,0.4430337063376194,0.6171059444286563,0.8499593305032054,1
AXIS SAVINGS,TXN641529,25626.0,22,2,0,0.2778451632065655,0.7715120619984877,0.6519008655624606,1
ICICI CURR,TXN6010494,76442.0,9,2,0,0.9325445893524509,0.5232130549708749,0.27178651608012916,0
AXIS SAVINGS,TXN1631817,48995.0,7,2,0,0.1356883177922793,0.8936352533461337,0.0746384310794288,1
UNKNOWN,TXN4034053,40875.0,18,4,0,0.5297139661083676,0.7323884465975549,0.9241077159112795,0
BOB SAVINGS,TXN7417619,9291.0,16,6,1,0.4541836627367061,0.41227972783166555,0.934729915488301,0
HDFC SAVINGS,TXN2555918,17305.0,21,4,0,0.33930526730956745,0.5059316543195584,0.1619230066322137,1
SBI SAVINGS,TXN3788173,35933.0,12,6,1,0.452086596811366,0.9858053208502058,0.0001865281706631139,1
KOTAK SAVINGS,TXN9798623,56810.0,6,5,1,0.13535543497328406,0.19763922059113015,0.1805182283924236,1
KOTAK SAVINGS,TXN4316794,5868.0,20,3,0,0.16266081510548513,0.7343656764922184,0.20883093549458998,1
SBI SAVINGS,TXN1663825,69923.0,7,4,0,0.25426123144486457,0.2954679246267593,0.5299703410214206,1
SBI SAVINGS,TXN2044606,79377.0,6,5,1,0.7551336174451959,0.5866239182836627,0.8284386709389908,1
ICICI CURRENT,TXN7511979,95762.0,20,6,1,0.9408801695592043,0.12434584143087035,0.8751336186211521,1
BOB SAVINGS,TXN7709387,24595.0,4,1,0,0.5806452259096341,0.9359372482485595,0.6722506872941947,0
KOTAK SAVINGS,TXN3295741,33673.0,21,4,0,0.012907227980991975,0.22669065207492367,0.566892796249536,1
HDFC SAVINGS,TXN8885780,90386.0,2,6,1,0.9024032761106747,0.3832153659472517,0.21633277763082703,1
ICICI CURRENT,TXN9214179,27844.0,16,1,0,0.7997833644457834,0.5546870247883672,0.8259323085500162,1
SBI SAVINGS,TXN437462,87903.0,13,6,1,0.6050895185405384,0.22048763941474925,0.6256507894272765,1
KOTAK SAVINGS,TXN2827364,87594.0,20,2,0,0.2267726253196457,0.6665219766930349,0.08010572660960225,1
ICICI CURRENT,TXN8578748,11782.0,11,6,1,0.8548057787992615,0.9524153059966436,0.8835647283701904,1
HDFC SAVINGS,TXN7790115,94659.0,12,6,1,0.520449404165286,0.99458198903526,0.2018418353637581,1
KOTAK SAVINGS,TXN1609390,53474.0,8,5,1,0.5412701109416781,0.645572181427428,0.0455851579486688,1
SBI SAVING,TXN8339115,500000.0,13,5,1,0.2458474424934003,0.35813971652914445,0.9895053333843224,0
ICICI CURRENT,TXN9851741,59214.0,17,2,0,0.004187443627957865,0.6704343337969175,0.6418195168014353,1
SBI SAVINGS,TXN2537587,7236.0,13,0,0,0.09842418910136874,0.9567204338893498,0.5993597250421656,1
KOTAK SAVINGS,TXN931635,84818.0,1,1,0,0.5469288759854769,0.47508987286676807,0.9224342836561245,1
HDFC SAVINGS,TXN5150058,9191.0,20,1,0,0.8743073341370806,0.8306227604317913,0.22465739764176662,1
ICICI CURRENT,TXN5272886,44307.0,17,3,0,0.7308703457761604,0.42001100429566285,0.57835976311654,1
ICICI CURR,TXN6705949,14746.0,2,1,0,0.6522751108990502,0.4596445973857374,0.6757612928952238,0
AXIS SAVINGS,TXN-947405,51414.0,20,1,0,0.9070419604150218,0.9915327758273865,0.20831539000851795,0
ICICI CURRENT,TXN5102828,5975.0,14,0,0,0.6559033130983996,0.19881406093740295,0.3150105071834246,1
ICICI CURRENT,TXN2824274,1074.0,15,3,0,0.6993394662526431,0.3305610023062908,0.74473672782921,1
KOTAK SAVINGS,TXN3247887,76977.0,22,3,0,0.26133301788538377,0.41909947291708527,0.5992992870063887,1
SBI SAVINGS,TXN6334408,51449.0,5,5,1,0.02394626527048349,0.5848278113057909,0.9414742375060654,1
ICICI CURRENT,TXN3028785,59252.0,23,4,0,0.25361277085970824,0.642086507352399,0.2755365671408512,1
ICICI CURRENT,TXN8554364,70355.0,15,5,1,0.913041466889856,0.5721229637222063,0.18078515056237954,1
AXIS SAVINGS,TXN8346673,81789.0,12,5,1,0.5896534951515476,0.06737687152192573,0.8315407863376656,1
HDFC SAVINGS,TXN339608,86972.0,23,3,0,0.3603754923631707,0.6048394293625812,0.3874512959225387,1
BOB SAVINGS,TXN1700720,24163.0,19,4,0,0.45851856218701537,0.5645906389334635,0.6630272037231474,0
KOTAK SAVINGS,TXN6726924,87135.0,8,2,0,0.04922091454076161,0.2310808528744962,0.8973857174637149,1
ICICI CURRENT,1250231,0.0,19,6,1,0.31259802490830013,0.41068263301028285,0.20969027743020086,0
